Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,sum,mean/TotalDistance,xi-mean,xi-mean^2,sum(xi-mean^2,sum(xi-mean^2/N,,Normal Dist
1503960366,3/25/2016,11004,7.110000134,7.110000134,0,2.569999933,0.460000008,4.070000172,0,33,12,205,804,1819,2131.229998,4.663522972,2.446477162,5.985250506,7598.471183,16.6268516,4.07760366,0.081721717
1503960366,3/26/2016,17609,11.55000019,11.55000019,0,6.920000076,0.730000019,3.910000086,0,89,17,274,588,2154,,,6.886477218,47.42356848,,,,0.023504535
1503960366,3/27/2016,12736,8.529999733,8.529999733,0,4.659999847,0.159999996,3.710000038,0,56,5,268,605,1944,,,3.866476761,14.94964255,,,,0.062411155
1503960366,3/28/2016,13231,8.930000305,8.930000305,0,3.190000057,0.790000021,4.949999809,0,39,20,224,1080,1932,,,4.266477333,18.20282884,,,,0.056594666
1503960366,3/29/2016,12041,7.849999905,7.849999905,0,2.160000086,1.090000033,4.610000134,0,28,28,243,763,1886,,,3.186476933,10.15363525,,,,0.072093853
1503960366,3/30/2016,10970,7.159999847,7.159999847,0,2.359999895,0.50999999,4.289999962,0,30,13,223,1174,1820,,,2.496476875,6.23239679,,,,0.081116601
1503960366,3/31/2016,12256,7.860000134,7.860000134,0,2.289999962,0.49000001,5.039999962,0,33,12,239,820,1889,,,3.196477162,10.21746625,,,,0.071955601
1503960366,1/4/2016,12262,7.869999886,7.869999886,0,3.319999933,0.829999983,3.640000105,0,47,21,200,866,1868,,,3.206476914,10.2814942,,,,0.071817188
1503960366,2/4/2016,11248,7.25,7.25,0,3,0.449999988,3.74000001,0,40,11,244,636,1843,,,2.586477028,6.689863419,,,,0.080008332
1503960366,3/4/2016,10016,6.369999886,6.369999886,0,0.910000026,1.279999971,4.179999828,0,15,30,314,655,1850,,,1.706476914,2.91206346,,,,0.08963413
1503960366,4/4/2016,14557,9.800000191,9.800000191,0,3.390000105,0.699999988,5.690000057,0,43,18,285,757,2030,,,5.136477219,26.38339823,,,,0.044252416
1503960366,5/4/2016,14844,9.729999542,9.729999542,0,2.940000057,0.75999999,6.039999962,0,36,18,341,736,2083,,,5.06647657,25.66918484,,,,0.045213137
1503960366,6/4/2016,11974,7.670000076,7.670000076,0,2.039999962,0.479999989,5.150000095,0,27,12,228,1173,1861,,,3.006477104,9.03890458,,,,0.074551547
1503960366,7/4/2016,10198,6.440000057,6.440000057,0,1.200000048,0.790000021,4.449999809,0,17,20,195,1208,1755,,,1.776477085,3.155870835,,,,0.08897936
1503960366,8/4/2016,12521,7.940000057,7.940000057,0,3.309999943,0.899999976,3.74000001,0,46,22,212,1160,1895,,,3.276477085,10.73530209,,,,0.070843768
1503960366,9/4/2016,12432,8.100000381,8.100000381,0,2.589999914,0.589999974,4.920000076,0,32,15,248,738,1883,,,3.436477409,11.80937699,,,,0.068592115
1503960366,10/4/2016,10057,6.980000019,6.980000019,0,4,0.49000001,2.480000019,0,44,13,168,737,1755,,,2.316477047,5.366065911,,,,0.083257632
1503960366,11/4/2016,10990,7.260000229,7.260000229,0,2.039999962,0.569999993,4.650000095,0,26,14,216,855,1811,,,2.596477257,6.741694149,,,,0.079883724
1503960366,12/4/2016,224,0.140000001,0.140000001,0,0,0,0.129999995,0,0,0,9,32,50,,,-4.523522971,20.46226006,,,,0.052877054
1624580081,3/25/2016,1810,1.179999948,1.179999948,0,0,0,1.129999995,0.01,0,0,121,1319,1373,,,-3.483523024,12.13493266,,,,0.067923871
1624580081,3/26/2016,815,0.529999971,0.529999971,0,0,0,0.529999971,0,0,0,47,1393,1264,,,-4.133523001,17.0860124,,,,0.05852766
1624580081,3/27/2016,1985,1.289999962,1.289999962,0,0,0,1.279999971,0.01,0,0,112,1328,1350,,,-3.37352301,11.3806575,,,,0.069482156
1624580081,3/28/2016,1905,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,95,1345,1342,,,-3.423522962,11.72050947,,,,0.068775666
1624580081,3/29/2016,1552,1.00999999,1.00999999,0,0,0,1,0,0,0,66,1374,1300,,,-3.653522982,13.34823018,,,,0.065490261
1624580081,3/30/2016,1675,1.090000033,1.090000033,0,0,0,1.090000033,0,0,0,84,1356,1313,,,-3.573522939,12.77006619,,,,0.06663886
1624580081,3/31/2016,4506,2.930000067,2.930000067,0,0.50999999,0.270000011,2.150000095,0.01,7,4,144,1285,1498,,,-1.733522905,3.005101661,,,,0.0893837
1624580081,1/4/2016,9218,5.989999771,5.989999771,0,0,0,5.96999979,0.01,0,0,221,1219,1541,,,1.326476799,1.7595407,,,,0.092795175
1624580081,2/4/2016,1556,1.00999999,1.00999999,0,0,0,1.00999999,0.01,0,0,88,1352,1327,,,-3.653522982,13.34823018,,,,0.065490261
1624580081,3/4/2016,2910,1.889999986,1.889999986,0,0,0,1.879999995,0.01,0,0,157,1283,1452,,,-2.773522986,7.692429751,,,,0.077632159
1624580081,4/4/2016,18464,12,12,0,0,0,12,0,0,0,270,1170,1574,,,7.336477028,53.82389519,,,,0.019389347
1624580081,5/4/2016,1335,0.870000005,0.870000005,0,0,0,0.870000005,0,0,0,74,1366,1308,,,-3.793522967,14.3908165,,,,0.063468832
1624580081,6/4/2016,1004,0.649999976,0.649999976,0,0,0,0.649999976,0,0,0,55,1385,1276,,,-4.013522996,16.10836684,,,,0.060273893
1624580081,7/4/2016,1111,0.720000029,0.720000029,0,0,0,0.720000029,0,0,0,54,1386,1278,,,-3.943522943,15.5513732,,,,0.061291973
1624580081,8/4/2016,6344,4.119999886,4.119999886,0,0,0,4.099999905,0,0,0,143,1297,1409,,,-0.543523086,0.295417345,,,,0.096972121
1624580081,9/4/2016,3572,2.319999933,2.319999933,0,0,0,2.289999962,0.029999999,0,0,122,1318,1370,,,-2.343523039,5.492100232,,,,0.082942676
1624580081,10/4/2016,3910,2.539999962,2.539999962,0,0.469999999,0.25,1.809999943,0.01,7,7,186,1240,1555,,,-2.12352301,4.509349972,,,,0.08543047
1624580081,11/4/2016,10000,6.5,6.5,0,0,0,6.5,0,0,0,172,1268,1469,,,1.836477028,3.372647876,,,,0.0884012
1624580081,12/4/2016,6627,4.309999943,4.309999943,0,0,0,4.309999943,0,0,0,89,604,706,,,-0.353523029,0.124978532,,,,0.097470419
1644430081,1/4/2016,4636,3.410000086,3.410000086,0,0,0.779999971,2.599999905,0.029999999,0,16,586,838,3323,,,-1.253522886,1.571319625,,,,0.093321899
1644430081,2/4/2016,20237,14.71000004,14.71000004,0,2.569999933,6.400000095,5.730000019,0.01,34,141,347,918,4029,,,10.04647707,100.9317015,,,,0.004702552
1644430081,3/4/2016,12912,9.409999847,9.409999847,0,4.829999924,0.769999981,3.789999962,0.029999999,59,16,283,1082,3436,,,4.746476875,22.52904273,,,,0.049690687
1644430081,4/4/2016,2819,2.049999952,2.049999952,0,0.310000002,0.170000002,1.559999943,0.01,4,4,87,1345,2444,,,-2.61352302,6.830502574,,,,0.079670669
1644430081,5/4/2016,9921,7.210000038,7.210000038,0,0.340000004,1.519999981,5.360000134,0,5,35,219,1181,3098,,,2.546477066,6.48454545,,,,0.080503854
1644430081,6/4/2016,8046,5.849999905,5.849999905,0,1.289999962,2.119999886,2.450000048,0,18,41,137,1244,2925,,,1.186476933,1.407727514,,,,0.093782129
1644430081,7/4/2016,11166,8.119999886,8.119999886,0,0.209999993,2.410000086,5.5,0,3,58,230,1149,3202,,,3.456476914,11.94723266,,,,0.06830835
1644430081,8/4/2016,7842,5.699999809,5.699999809,0,0.479999989,2.410000086,2.809999943,0,7,43,161,1229,2928,,,1.036476837,1.074284235,,,,0.094727236
1644430081,9/4/2016,13840,10.06000042,10.06000042,0,1.309999943,3.720000029,5.03000021,0,18,81,192,1149,3290,,,5.396477448,29.12196885,,,,0.040754087
1644430081,10/4/2016,1329,0.970000029,0.970000029,0,0,0,0.970000029,0,0,0,35,207,489,,,-3.693522943,13.64211173,,,,0.064914037
1844505072,1/4/2016,6847,4.53000021,4.53000021,0,0.610000014,0.370000005,3.549999952,0,9,9,251,1171,1969,,,-0.133522762,0.017828328,,,,0.097784995
1844505072,2/4/2016,5367,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,263,1177,1889,,,-1.11352302,1.239933515,,,,0.094256538
1844505072,3/4/2016,2841,1.879999995,1.879999995,0,0,0,1.879999995,0,0,0,136,1114,1636,,,-2.783522977,7.748000161,,,,0.077502536
1844505072,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,669,1347,,,-4.663522972,21.74844651,,,,0.050870922
1844505072,5/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,,-4.663522972,21.74844651,,,,0.050870922
1844505072,6/4/2016,7,0,0,0,0,0,0,0,0,0,1,1439,1349,,,-4.663522972,21.74844651,,,,0.050870922
1844505072,7/4/2016,6344,4.190000057,4.190000057,0,0,0,4.190000057,0,0,0,290,1150,1965,,,-0.473522915,0.224223951,,,,0.097179953
1844505072,8/4/2016,5316,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,221,1219,1824,,,-1.153522982,1.330615269,,,,0.093999853
1844505072,9/4/2016,4979,3.289999962,3.289999962,0,0,0,3.289999962,0,0,0,184,620,1807,,,-1.37352301,1.886565458,,,,0.092441386
1844505072,10/4/2016,6556,4.340000153,4.340000153,0,0,0,4.329999924,0,0,0,305,810,1971,,,-0.323522819,0.104667014,,,,0.097529972
1844505072,11/4/2016,5430,3.589999914,3.589999914,0,0,0,3.589999914,0,0,0,251,1189,1888,,,-1.073523058,1.152451755,,,,0.094504828
1844505072,12/4/2016,0,0,0,0,0,0,0,0,0,0,0,426,399,,,-4.663522972,21.74844651,,,,0.050870922
1927972279,1/4/2016,4317,2.99000001,2.99000001,0,0,0.370000005,2.619999886,0,0,11,192,854,2590,,,-1.673522962,2.800679103,,,,0.089934866
1927972279,2/4/2016,5662,3.920000076,3.920000076,0,0,0,3.920000076,0,0,0,267,858,2783,,,-0.743522896,0.552826296,,,,0.096224381
1927972279,3/4/2016,3198,2.210000038,2.210000038,0,0,0,2.210000038,0,0,0,146,1183,2449,,,-2.453522934,6.019774785,,,,0.081636917
1927972279,4/4/2016,2352,1.629999995,1.629999995,0,0,0,1.629999995,0,0,0,128,829,2380,,,-3.033522977,9.202261649,,,,0.074186214
1927972279,5/4/2016,2234,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,108,912,2344,,,-3.11352302,9.694025593,,,,0.073097202
1927972279,6/4/2016,1259,0.870000005,0.870000005,0,0,0,0.870000005,0,0,0,73,938,2202,,,-3.793522967,14.3908165,,,,0.063468832
1927972279,7/4/2016,768,0.529999971,0.529999971,0,0,0,0.529999971,0,0,0,43,1397,2130,,,-4.133523001,17.0860124,,,,0.05852766
1927972279,8/4/2016,519,0.360000014,0.360000014,0,0,0,0.360000014,0,0,0,34,1406,2088,,,-4.303522958,18.52030985,,,,0.056056914
1927972279,9/4/2016,2523,1.75,1.75,0,0,0.370000005,1.379999995,0,0,9,134,1250,2443,,,-2.913522972,8.488616106,,,,0.075795504
1927972279,10/4/2016,2105,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,139,805,2442,,,-3.203522934,10.26255919,,,,0.071858093
1927972279,11/4/2016,1209,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,73,842,2255,,,-3.823522998,14.61932811,,,,0.063034185
1927972279,12/4/2016,24,0.02,0.02,0,0,0,0.02,0,0,0,3,161,942,,,-4.643522972,21.56230559,,,,0.051156476
2022484408,1/4/2016,13603,9.600000381,9.600000381,0,5.460000038,0.629999995,3.50999999,0,72,16,213,1139,2645,,,4.936477409,24.36880921,,,,0.047016207
2022484408,2/4/2016,5477,3.839999914,3.839999914,0,0,0,3.839999914,0,0,0,237,1203,2040,,,-0.823523058,0.678190226,,,,0.095862305
2022484408,3/4/2016,11144,7.820000172,7.820000172,0,1.789999962,0.889999986,5.139999866,0,25,22,279,1114,2395,,,3.1564772,9.963348317,,,,0.072507577
2022484408,4/4/2016,15313,11,11,0,5.019999981,1.289999962,4.690000057,0,62,19,233,1126,2581,,,6.336477028,40.15094113,,,,0.029250441
2022484408,5/4/2016,10805,7.590000153,7.590000153,0,0.720000029,0.980000019,5.889999866,0,36,37,298,1069,2735,,,2.926477181,8.564268694,,,,0.075623264
2022484408,6/4/2016,15392,10.93000031,10.93000031,0,3.430000067,1.75,5.75,0,47,42,258,1093,2733,,,6.266477338,39.26873823,,,,0.030036824
2022484408,7/4/2016,18247,13.82999992,13.82999992,0,7.110000134,2.210000038,4.510000229,0,72,62,252,1054,3021,,,9.166476948,84.02429965,,,,0.007818886
2022484408,8/4/2016,13023,9.260000229,9.260000229,0,3.230000019,0.560000002,5.46999979,0,40,12,296,1092,2577,,,4.596477257,21.12760318,,,,0.051829599
2022484408,9/4/2016,16267,12.59000015,12.59000015,0,5.75,0.469999999,6.369999886,0,44,16,302,1078,2811,,,7.926477178,62.82904046,,,,0.014789574
2022484408,10/4/2016,10005,7.019999981,7.019999981,0,0.079999998,1.049999952,5.900000095,0,1,23,339,1077,2458,,,2.356477009,5.552983896,,,,0.082790956
2022484408,11/4/2016,10106,7.090000153,7.090000153,0,1.210000038,0.560000002,5.329999924,0,41,16,272,1111,2568,,,2.426477181,5.887791512,,,,0.081961576
2022484408,12/4/2016,6717,4.71999979,4.71999979,0,3.230000019,0.219999999,1.269999981,0,41,5,67,551,1140,,,0.056476818,0.003189631,,,,0.09782805
2026352035,1/4/2016,2605,1.620000005,1.620000005,0,0,0,1.620000005,0,0,0,166,729,1407,,,-3.043522967,9.263032048,,,,0.074050764
2026352035,2/4/2016,1229,0.75999999,0.75999999,0,0,0,0.75999999,0,0,0,69,795,1237,,,-3.903522982,15.23749167,,,,0.061873246
2026352035,3/4/2016,2308,1.429999948,1.429999948,0,0,0,1.429999948,0,0,0,115,720,1330,,,-3.233523024,10.45567114,,,,0.071442006
2026352035,4/4/2016,6679,4.139999866,4.139999866,0,0,0,4.139999866,0,0,0,263,644,1583,,,-0.523523106,0.274076442,,,,0.097034374
2026352035,5/4/2016,5645,3.5,3.5,0,0,0,3.5,0,0,0,248,621,1538,,,-1.163522972,1.353785705,,,,0.093934379
2026352035,6/4/2016,3180,1.970000029,1.970000029,0,0,0,1.970000029,0,0,0,185,738,1421,,,-2.693522943,7.255065842,,,,0.078659947
2026352035,7/4/2016,2767,1.720000029,1.720000029,0,0,0,1.720000029,0,0,0,170,673,1392,,,-2.943522943,8.664327313,,,,0.07539606
2026352035,8/4/2016,3762,2.329999924,2.329999924,0,0,0,2.329999924,0,0,0,173,719,1425,,,-2.333523048,5.445329813,,,,0.083059414
2026352035,9/4/2016,3098,1.919999957,1.919999957,0,0,0,1.919999957,0,0,0,185,700,1413,,,-2.743523015,7.526918531,,,,0.078019515
2026352035,10/4/2016,5142,3.190000057,3.190000057,0,0,0,3.190000057,0,0,0,230,654,1515,,,-1.473522915,2.17126978,,,,0.09165332
2026352035,11/4/2016,3279,2.029999971,2.029999971,0,0,0,2.029999971,0,0,0,164,694,1405,,,-2.633523001,6.935443394,,,,0.079419643
2026352035,12/4/2016,1019,0.629999995,0.629999995,0,0,0,0.629999995,0,0,0,64,223,600,,,-4.033522977,16.2693076,,,,0.059982885
2320127002,1/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324,,,-4.663522972,21.74844651,,,,0.050870922
2320127002,2/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324,,,-4.663522972,21.74844651,,,,0.050870922
2320127002,3/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324,,,-4.663522972,21.74844651,,,,0.050870922
2320127002,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324,,,-4.663522972,21.74844651,,,,0.050870922
2320127002,5/4/2016,4931,3.319999933,3.319999933,0,0,0,3.319999933,0,0,0,175,1265,1708,,,-1.343523039,1.805054155,,,,0.092668256
2320127002,6/4/2016,6999,4.71999979,4.71999979,0,0,0,4.71999979,0,0,0,320,1120,1950,,,0.056476818,0.003189631,,,,0.09782805
2320127002,7/4/2016,1846,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,93,1347,1508,,,-3.423522962,11.72050947,,,,0.068775666
2320127002,8/4/2016,3417,2.299999952,2.299999952,0,0,0,2.299999952,0,0,0,153,1287,1625,,,-2.36352302,5.586241064,,,,0.082708198
2320127002,9/4/2016,4863,3.279999971,3.279999971,0,0.059999999,0.419999987,2.799999952,0,1,11,208,1220,1772,,,-1.383523001,1.914135893,,,,0.092364775
2320127002,10/4/2016,2277,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,103,1337,1530,,,-3.133523001,9.818966395,,,,0.072823077
2320127002,11/4/2016,11230,7.670000076,7.670000076,0,0.889999986,0.119999997,6.659999847,0,10,2,390,1038,2206,,,3.006477104,9.03890458,,,,0.074551547
2320127002,12/4/2016,2098,1.409999967,1.409999967,0,0,0,1.409999967,0,0,0,69,617,790,,,-3.253523005,10.58541194,,,,0.071163815
2347167796,3/29/2016,10272,6.789999962,6.789999962,0,0.159999996,3.119999886,3.5,0,2,58,208,700,2041,,,2.12647699,4.521904391,,,,0.085398223
2347167796,3/30/2016,10533,7.099999905,7.099999905,0,1.769999981,2.059999943,3.269999981,0,21,35,255,615,2187,,,2.436476933,5.936419847,,,,0.081841808
2347167796,3/31/2016,6760,4.46999979,4.46999979,0,0,0,4.46999979,0,0,0,250,613,1929,,,-0.193523182,0.037451222,,,,0.097727309
2347167796,1/4/2016,8328,5.510000229,5.510000229,0,0,2,3.5,0,0,33,212,804,1935,,,0.846477257,0.716523747,,,,0.095751863
2347167796,2/4/2016,15459,10.22000027,10.22000027,0,3.589999914,0.810000002,5.820000172,0,51,16,327,583,2438,,,5.556477298,30.87443997,,,,0.038661957
2347167796,3/4/2016,7485,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,324,491,2035,,,0.286476837,0.082068978,,,,0.097596273
2347167796,4/4/2016,10254,6.800000191,6.800000191,0,1.419999957,1.230000019,4.159999847,0,21,25,231,638,2099,,,2.136477219,4.564534909,,,,0.085288814
2347167796,5/4/2016,10114,6.820000172,6.820000172,0,1.639999986,0.479999989,4.679999828,0,18,9,269,696,2096,,,2.1564772,4.650393916,,,,0.085068888
2347167796,6/4/2016,11107,7.340000153,7.340000153,0,0.899999976,2.75999999,3.680000067,0,14,46,196,759,2058,,,2.676477181,7.163530103,,,,0.078876769
2347167796,7/4/2016,10320,6.849999905,6.849999905,0,0.680000007,1.230000019,4.940000057,0,15,32,315,1002,2338,,,2.186476933,4.780681381,,,,0.084736241
2347167796,8/4/2016,10209,6.75,6.75,0,0.159999996,0.349999994,6.230000019,0,2,6,316,711,2104,,,2.086477028,4.35338639,,,,0.085832089
2347167796,9/4/2016,16081,10.63000011,10.63000011,0,1.25,1.820000052,7.559999943,0,16,32,401,970,2488,,,5.966477138,35.59884944,,,,0.033541531
2347167796,10/4/2016,10078,6.829999924,6.829999924,0,1.019999981,0.119999997,5.690000057,0,12,3,303,463,2164,,,2.166476952,4.693622386,,,,0.084958373
2347167796,11/4/2016,10001,6.610000134,6.610000134,0,0.330000013,2.930000067,3.359999895,0,5,52,196,788,2009,,,1.946477162,3.788773344,,,,0.08730187
2347167796,12/4/2016,0,0,0,0,0,0,0,0,0,0,0,425,399,,,-4.663522972,21.74844651,,,,0.050870922
2873212765,1/4/2016,890,0.600000024,0.600000024,0,0,0,0.600000024,0,0,0,41,1399,1335,,,-4.063522948,16.51221875,,,,0.05954632
2873212765,2/4/2016,2214,1.49000001,1.49000001,0,0,0,1.49000001,0,0,0,197,1243,1559,,,-3.173522962,10.07124799,,,,0.07227269
2873212765,3/4/2016,7640,5.130000114,5.130000114,0,0.189999998,0.800000012,4.150000095,0,3,15,315,1107,1845,,,0.466477142,0.217600924,,,,0.09719931
2873212765,4/4/2016,9713,6.53000021,6.53000021,0,0.340000004,0.889999986,5.289999962,0,6,24,355,1055,2046,,,1.866477238,3.483737282,,,,0.088106374
2873212765,5/4/2016,8432,5.670000076,5.670000076,0,0,0,5.650000095,0.01,0,0,374,1066,1953,,,1.006477104,1.012996162,,,,0.094901984
2873212765,6/4/2016,7350,4.940000057,4.940000057,0,0,0,4.940000057,0,0,0,382,1058,1910,,,0.276477085,0.076439579,,,,0.097612796
2873212765,7/4/2016,9353,6.309999943,6.309999943,0,0.370000005,0.689999998,5.239999771,0,5,17,363,1055,2035,,,1.646476971,2.710886418,,,,0.090178039
2873212765,8/4/2016,7157,4.809999943,4.809999943,0,0,0,4.809999943,0,0,0,380,1060,1944,,,0.146476971,0.021455503,,,,0.097774329
2873212765,9/4/2016,14103,9.56000042,9.56000042,0,3.019999981,0.409999996,6.139999866,0.01,46,8,288,1098,2257,,,4.896477448,23.9754914,,,,0.047575606
2873212765,10/4/2016,5290,3.549999952,3.549999952,0,0.039999999,0.340000004,3.170000076,0,1,8,251,1180,1724,,,-1.11352302,1.239933515,,,,0.094256538
2873212765,11/4/2016,7497,5.039999962,5.039999962,0,0,0,5.039999962,0,0,0,357,882,1741,,,0.37647699,0.141734924,,,,0.097421316
2873212765,12/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,3/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,3/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,1/4/2016,0,0,0,4.828032017,0,0,0,0,0,660,0,780,4562,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,2/4/2016,4126,3.220000029,0,3.218688011,0,0,3.220000029,0,0,0,720,720,2881,,,-1.443522943,2.083758486,,,,0.091894834
2891001357,3/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920,,,-4.663522972,21.74844651,,,,0.050870922
2891001357,5/4/2016,2063,1.610000014,0,1.609344006,0,0,1.610000014,0,0,0,630,99,1144,,,-3.053522958,9.324002452,,,,0.073915117
3372868164,1/4/2016,5785,3.950000048,3.950000048,0,0,0,3.910000086,0.039999999,0,0,311,1129,1852,,,-0.713522924,0.509114962,,,,0.096350949
3372868164,2/4/2016,7625,5.230000019,5.230000019,0,1.679999948,0.039999999,3.5,0.01,24,1,341,1074,2069,,,0.566477047,0.320896245,,,,0.09689785
3372868164,3/4/2016,4706,3.210000038,3.210000038,0,0,0,3.210000038,0,0,0,299,1141,1816,,,-1.453522934,2.112728918,,,,0.091814811
3372868164,4/4/2016,5861,4.019999981,4.019999981,0,1.299999952,0.219999999,2.49000001,0.01,20,7,233,1180,1878,,,-0.643522991,0.414121839,,,,0.09662658
3372868164,5/4/2016,4460,3.039999962,3.039999962,0,0,0,3.019999981,0.029999999,0,0,248,1192,1787,,,-1.62352301,2.635826963,,,,0.090381817
3372868164,6/4/2016,6406,4.389999866,4.389999866,0,0.779999971,0.090000004,3.519999981,0.01,17,4,325,1094,2010,,,-0.273523106,0.074814889,,,,0.097617565
3372868164,7/4/2016,7392,5.099999905,5.099999905,0,0.870000005,0.159999996,4.050000191,0.02,14,9,332,1085,2038,,,0.436476933,0.190512113,,,,0.097278521
